loan_amount,interest_rate,loan_term,credit_score,default_status,approval_delay,disbursement_delay,loan_duration,loan_type_Education Loan,loan_type_Home Loan,loan_type_Personal Loan,employment_type_Part-time,employment_type_Self-employed,income_level_Low,income_level_Medium,marital_status_Married,marital_status_Single,education_level_High School,education_level_Master,education_level_PhD
59066,0.094250237,44,739,1,11,10,157,0,1,0,0,1,0,1,0,0,0,0,1
94501,0.083645071,43,562,0,19,0,125,0,1,0,0,0,0,0,1,0,0,0,0
3079,0.057009492,18,484,0,15,1,47,0,0,1,0,1,0,0,1,0,0,1,0
3717,0.07705579,30,354,1,0,6,88,0,0,1,1,0,1,0,0,1,1,0,0
60676,0.0845255,45,607,0,27,5,59,0,0,1,1,0,1,0,0,0,0,0,0
28952,0.082633043,25,815,0,19,14,80,0,0,0,0,0,0,0,0,1,0,1,0
87444,0.052343096,58,598,0,12,14,117,1,0,0,0,1,1,0,1,0,0,0,1
43460,0.066645232,57,529,1,1,12,96,1,0,0,0,1,1,0,0,0,0,0,0
91397,0.079038834,30,676,0,15,7,172,0,1,0,1,0,0,1,0,1,1,0,0
73847,0.088044364,37,585,1,6,10,138,1,0,0,0,0,0,0,1,0,0,0,0
94607,0.047058083,28,437,0,21,2,105,0,1,0,1,0,0,1,0,1,0,0,1
90106,0.07756814,39,777,0,1,5,94,0,0,1,0,1,0,0,0,0,0,0,1
19449,0.082145732,30,306,0,17,11,31,0,1,0,1,0,0,1,0,1,0,0,1
34536,0.09274418,38,718,0,27,5,40,0,0,0,1,0,0,0,0,1,0,0,0
65077,0.090392864,59,771,0,16,11,105,1,0,0,0,1,0,0,1,0,0,0,0
39258,0.08873857,30,719,0,15,1,121,0,1,0,0,1,0,0,0,0,0,0,0
49302,0.068000892,44,575,0,19,0,126,0,0,1,0,1,1,0,0,1,1,0,0
29865,0.051379968,18,389,0,17,1,32,0,0,0,1,0,0,1,1,0,0,1,0
7645,0.074104209,40,581,1,20,8,70,0,1,0,1,0,1,0,0,0,0,0,0
39000,0.095024477,54,847,0,27,12,78,0,1,0,1,0,1,0,1,0,1,0,0
27737,0.100901818,16,470,0,27,5,112,0,1,0,0,0,0,0,0,0,0,0,1
12485,0.090658237,41,654,0,19,2,111,0,0,0,0,0,0,0,1,0,0,0,0
39565,0.086440112,54,503,0,15,14,66,0,1,0,0,1,1,0,1,0,0,0,0
26522,0.085694595,19,588,1,0,9,121,0,0,1,0,0,1,0,1,0,0,0,0
66155,0.071658219,53,761,0,20,6,36,0,0,1,0,1,1,0,0,1,1,0,0
56168,0.078049096,23,472,0,4,0,140,0,0,1,1,0,0,0,0,1,0,0,0
53487,0.105036043,53,600,0,14,13,67,0,0,1,0,1,0,0,1,0,0,0,0
13342,0.06586163,24,828,0,12,12,162,0,0,0,1,0,0,0,0,0,0,1,0
41806,0.104221682,37,439,0,4,7,90,0,0,1,0,1,0,1,1,0,1,0,0
49770,0.075169578,29,577,0,17,9,112,0,0,1,0,0,1,0,0,1,0,1,0
79623,0.099881482,53,810,0,19,6,57,1,0,0,1,0,1,0,0,0,0,1,0
76629,0.058897775,31,645,0,29,2,159,0,0,1,1,0,0,1,0,1,0,1,0
53603,0.088788563,27,439,0,4,12,99,0,0,0,1,0,1,0,1,0,0,1,0
82974,0.068948448,48,413,0,15,3,66,1,0,0,0,0,1,0,0,1,0,0,1
27399,0.058770992,14,806,0,10,10,149,1,0,0,0,0,1,0,0,1,0,0,0
86382,0.083278011,38,665,0,10,6,125,0,0,0,0,0,0,1,0,1,0,1,0
82244,0.095142077,26,696,0,21,3,130,1,0,0,1,0,0,1,1,0,1,0,0
77534,0.067325878,45,410,0,22,4,111,0,1,0,0,1,1,0,0,1,0,0,0
56106,0.057514761,56,657,0,25,12,158,0,0,1,0,1,0,0,1,0,0,1,0
31678,0.078622329,33,537,0,26,11,32,0,1,0,0,0,1,0,1,0,0,1,0
77218,0.07868847,51,302,1,2,0,100,0,0,0,0,1,1,0,0,1,1,0,0
64230,0.088224794,34,703,0,18,13,126,0,1,0,1,0,0,0,0,0,0,0,1
75055,0.094243919,15,324,1,9,4,114,0,0,0,1,0,1,0,0,1,1,0,0
57373,0.079108772,52,808,1,27,9,171,0,1,0,0,0,1,0,0,1,0,0,1
32480,0.10783255,34,764,0,1,13,66,0,0,1,0,0,0,1,0,1,0,0,1
86230,0.083363521,58,360,0,24,9,160,0,0,0,0,1,1,0,0,0,0,0,1
69836,0.074803602,20,807,0,16,12,130,0,0,0,0,1,0,0,0,0,0,1,0
73258,0.05582649,35,422,0,2,13,126,0,0,0,0,1,0,1,1,0,0,1,0
40986,0.076060107,32,796,0,2,11,42,1,0,0,0,0,0,1,0,0,0,0,1
25160,0.074954196,52,354,0,7,3,156,0,0,1,0,0,0,0,0,0,0,0,1
86595,0.094404572,57,462,0,15,2,79,1,0,0,0,0,0,0,0,1,0,1,0
80111,0.086937254,27,338,0,11,11,176,1,0,0,1,0,0,1,1,0,0,0,1
65929,0.062309463,36,382,0,21,8,86,0,0,1,0,1,1,0,1,0,0,1,0
74506,0.082583816,37,845,0,18,0,166,0,0,0,0,0,1,0,0,0,0,0,1
35911,0.090072968,56,412,1,0,9,75,1,0,0,0,0,0,1,0,0,0,1,0
88127,0.10292047,20,724,0,18,4,123,1,0,0,0,0,1,0,0,1,1,0,0
32821,0.09331256,26,529,1,3,9,115,0,0,0,0,1,0,1,0,0,0,0,1
76039,0.0914127,50,582,0,16,12,161,0,0,1,0,1,0,0,0,0,0,0,1
61535,0.08090129,44,586,0,18,1,154,0,0,1,1,0,1,0,1,0,1,0,0
85458,0.08582468,12,454,0,3,4,111,0,0,1,1,0,1,0,0,0,0,0,0
13175,0.098742574,16,464,1,14,4,99,1,0,0,1,0,0,1,0,1,0,0,1
55771,0.060008339,20,481,0,6,9,122,0,0,1,1,0,0,1,1,0,0,0,0
87925,0.07475841,55,538,1,19,10,162,0,0,1,0,0,1,0,1,0,1,0,0
67358,0.068411469,17,638,0,16,0,175,1,0,0,1,0,1,0,0,0,0,0,1
18327,0.085687297,39,811,0,24,3,56,0,0,1,0,0,1,0,0,1,0,0,0
48057,0.098453333,56,565,0,21,6,39,0,1,0,0,0,0,0,1,0,0,0,1
7150,0.071045386,37,486,0,8,14,159,0,0,1,0,1,1,0,0,1,0,0,1
5425,0.044145434,39,339,1,6,0,147,0,0,1,0,0,1,0,0,1,0,1,0
17032,0.073816689,51,792,0,3,11,179,0,0,0,0,1,0,1,0,0,0,0,0
3198,0.093702106,26,690,0,16,12,167,1,0,0,1,0,0,0,0,1,0,1,0
61500,0.088064449,17,559,0,14,13,88,0,0,0,1,0,0,1,1,0,0,1,0
54394,0.086422794,38,475,1,22,9,150,0,1,0,0,1,1,0,0,0,0,0,0
21079,0.0758001,49,628,0,8,14,120,0,0,1,0,1,0,0,1,0,0,0,0
37220,0.060814539,15,499,0,27,1,169,0,0,0,1,0,1,0,0,1,0,1,0
42874,0.087729415,22,495,1,15,3,92,0,0,0,0,0,0,0,0,1,0,0,1
14859,0.067485773,32,830,1,5,9,44,0,1,0,0,0,0,0,0,0,0,0,1
51460,0.112761451,41,361,0,27,1,134,0,0,1,0,1,0,0,0,0,1,0,0
32419,0.088557608,29,626,1,16,1,35,0,0,0,0,0,0,0,1,0,0,0,1
9705,0.071290275,46,580,0,24,0,163,0,0,1,0,0,0,0,1,0,0,0,0
43880,0.070829221,14,526,0,6,1,67,0,1,0,1,0,0,0,0,1,0,0,0
24236,0.078605837,23,357,0,16,2,77,0,1,0,0,1,0,1,0,0,1,0,0
88955,0.076407471,38,776,0,13,3,44,0,0,1,1,0,0,1,0,1,0,0,0
86514,0.096752507,41,675,0,14,0,101,0,1,0,0,0,1,0,0,1,0,1,0
16358,0.082796243,32,542,0,19,0,58,1,0,0,0,0,0,0,1,0,1,0,0
95914,0.069025524,49,666,0,20,6,31,0,0,0,1,0,0,0,1,0,1,0,0
77918,0.10835661,32,799,0,17,4,104,1,0,0,0,0,0,1,1,0,0,0,1
15596,0.080739625,49,551,0,18,12,173,1,0,0,0,0,1,0,0,0,0,0,1
34572,0.091532595,51,621,1,17,6,117,0,1,0,1,0,1,0,1,0,0,1,0
79757,0.070876602,26,675,0,13,9,53,0,1,0,0,0,0,1,0,0,0,1,0
2279,0.085446734,29,708,0,19,8,131,0,0,1,1,0,0,1,0,1,0,0,1
64197,0.08466665,40,787,0,22,13,54,1,0,0,0,1,0,0,0,0,0,0,1
63516,0.051655261,59,642,0,4,14,146,0,0,0,0,0,0,1,1,0,0,1,0
8083,0.110229127,49,539,0,29,0,62,0,0,1,0,0,0,0,0,0,0,0,1
18771,0.099359667,32,438,0,6,7,137,0,0,1,1,0,1,0,0,0,1,0,0
30975,0.07404207,28,421,0,11,9,72,0,0,1,0,1,0,0,1,0,0,1,0
46648,0.063465954,52,719,0,16,14,46,0,1,0,0,0,0,1,1,0,0,0,1
49285,0.085213424,29,603,0,29,3,36,0,1,0,0,0,0,0,0,1,0,0,0
20063,0.081300465,48,414,0,18,8,56,0,0,1,0,1,0,0,0,0,0,0,0
68642,0.085335034,49,642,0,15,12,65,0,1,0,0,0,0,1,0,1,0,1,0
91093,0.082873661,23,550,0,1,1,176,0,1,0,1,0,0,0,0,1,0,0,0
87143,0.087593615,22,306,0,11,8,44,0,0,1,0,1,1,0,0,0,0,0,0
38599,0.101709585,59,478,1,28,7,99,0,0,0,0,1,0,0,0,1,1,0,0
52920,0.088521548,31,444,0,16,13,98,0,0,0,0,0,0,1,0,0,0,1,0
29529,0.064255168,20,715,0,20,5,82,0,1,0,0,1,0,1,0,1,0,0,0
36954,0.100438443,12,420,0,2,4,31,0,0,0,0,1,0,1,0,1,0,0,1
28856,0.104609218,14,423,0,7,2,136,0,0,0,0,1,0,0,0,0,0,1,0
3573,0.127280851,32,449,1,4,0,175,0,1,0,0,0,1,0,1,0,0,1,0
79344,0.06314759,34,696,0,20,14,142,0,0,0,0,1,0,1,0,0,0,0,0
36367,0.08364323,20,680,0,22,5,155,0,1,0,0,0,0,1,1,0,0,0,0
61774,0.048768519,30,300,0,23,9,78,1,0,0,0,1,1,0,0,0,1,0,0
24752,0.088297237,56,543,0,16,4,145,0,0,1,1,0,0,1,0,0,0,0,1
56029,0.071776996,57,697,1,20,7,89,0,0,0,0,1,0,0,1,0,1,0,0
18685,0.108851687,30,550,1,24,0,156,0,0,1,0,1,0,1,1,0,1,0,0
52693,0.068380775,34,598,0,26,12,57,0,0,1,0,1,0,1,0,0,0,0,1
56961,0.054662254,38,596,0,27,9,115,0,1,0,1,0,0,0,0,0,0,0,0
77908,0.072931044,38,799,1,24,0,165,0,0,0,0,1,1,0,0,0,1,0,0
75532,0.050367683,50,414,0,13,6,61,0,0,0,1,0,1,0,1,0,0,1,0
82994,0.091266492,47,300,0,22,14,44,1,0,0,1,0,0,1,0,0,1,0,0
57133,0.049023754,23,781,0,13,7,120,0,0,0,1,0,0,0,1,0,0,0,1
98425,0.080426864,38,809,0,3,13,157,0,0,0,0,0,0,0,0,1,1,0,0
62268,0.048832823,57,634,0,14,9,152,0,1,0,0,0,1,0,1,0,1,0,0
93201,0.075195533,45,764,0,1,11,125,0,0,1,1,0,1,0,0,1,0,1,0
39243,0.104650672,44,440,0,20,0,86,1,0,0,0,0,1,0,0,0,0,0,1
58384,0.085409718,39,436,0,3,8,76,0,0,0,1,0,0,0,0,0,0,1,0
32653,0.067047596,42,466,1,28,6,130,0,0,0,0,0,0,0,1,0,0,0,0
27657,0.079531948,43,642,0,16,6,147,1,0,0,0,0,0,0,0,1,0,0,1
40952,0.080270253,31,709,0,28,7,39,0,1,0,0,1,0,1,0,0,1,0,0
23180,0.087089455,51,364,0,22,13,146,0,0,0,0,0,0,1,0,0,0,1,0
98432,0.059497125,46,366,0,2,7,121,0,0,0,0,0,1,0,0,1,0,1,0
79411,0.088888509,42,732,0,21,12,92,1,0,0,0,1,1,0,0,0,0,0,1
2622,0.039434126,42,349,0,27,0,99,0,0,1,1,0,0,1,0,0,0,1,0
49756,0.070551732,49,613,0,20,3,166,0,0,0,0,1,0,1,1,0,0,0,1
41809,0.072675892,33,608,1,15,12,123,0,0,0,0,0,0,1,0,0,0,0,0
17725,0.089499902,56,414,0,11,12,70,0,0,1,0,0,0,1,0,1,0,0,1
62396,0.080339463,52,641,0,19,10,69,0,0,0,1,0,1,0,0,0,0,0,1
52226,0.058916554,20,829,0,2,8,45,0,0,1,0,0,0,1,1,0,0,0,0
82182,0.065225103,20,794,0,24,2,54,0,1,0,0,1,0,1,0,0,0,0,0
83565,0.0829802,26,568,0,4,5,167,0,0,1,1,0,0,0,0,1,1,0,0
30402,0.07881399,24,379,0,15,3,38,0,0,1,0,1,1,0,0,0,0,1,0
5263,0.071313138,33,755,0,25,0,69,0,0,0,0,0,1,0,0,1,0,0,0
97523,0.072787493,27,598,0,6,2,86,0,0,0,1,0,0,0,1,0,0,0,0
47828,0.09044252,43,501,1,19,2,75,1,0,0,0,0,1,0,0,0,0,1,0
48924,0.072234611,13,802,1,15,14,148,0,0,0,0,0,1,0,0,0,0,1,0
75182,0.078678631,37,784,0,16,12,36,0,0,0,0,1,0,1,1,0,1,0,0
94065,0.112549049,25,317,0,1,2,145,0,0,1,0,0,0,1,0,1,1,0,0
60052,0.05864476,49,777,0,11,10,157,0,1,0,0,1,1,0,0,1,0,0,1
12664,0.052222359,45,787,0,25,5,142,0,0,0,0,0,0,0,0,0,1,0,0
36737,0.091753845,19,745,0,12,8,148,0,0,1,0,1,0,0,0,1,0,0,0
90563,0.069820354,47,639,0,4,6,133,1,0,0,0,1,1,0,0,1,0,0,0
30373,0.075226437,32,830,0,15,6,86,1,0,0,1,0,1,0,0,0,0,1,0
37397,0.068282654,57,415,0,29,0,174,0,1,0,1,0,1,0,0,1,1,0,0
87145,0.076102998,54,373,0,27,12,54,0,1,0,0,0,1,0,0,1,0,0,1
39709,0.103978072,39,568,0,7,14,140,0,1,0,0,0,0,1,0,0,0,0,1
62120,0.092031927,57,415,0,23,8,164,0,0,1,1,0,0,1,0,0,0,0,1
20250,0.092933353,55,463,0,27,3,84,0,0,0,0,1,1,0,0,1,0,0,1
22172,0.058756594,59,521,0,13,12,176,0,0,1,0,1,0,0,0,0,0,1,0
12555,0.062732694,17,425,0,7,7,61,1,0,0,1,0,0,1,0,1,1,0,0
88410,0.03741382,31,475,0,28,11,116,1,0,0,1,0,1,0,0,1,1,0,0
79617,0.067859288,42,674,0,24,0,101,0,0,0,0,0,0,0,0,1,1,0,0
54276,0.094350548,44,797,0,17,7,51,0,1,0,0,1,0,1,0,1,1,0,0
58492,0.087754198,55,384,1,19,8,165,1,0,0,1,0,0,1,0,0,0,0,1
54002,0.076677301,18,682,0,11,4,75,0,1,0,0,1,1,0,0,0,0,0,1
90599,0.079665496,19,762,0,10,6,34,0,0,1,0,1,0,0,1,0,0,1,0
73355,0.069666717,20,750,0,15,10,41,0,1,0,1,0,1,0,0,0,0,1,0
92248,0.083071383,13,817,0,25,9,56,0,0,1,0,1,0,1,1,0,0,0,1
25762,0.091488174,28,849,0,21,1,113,0,0,0,0,0,0,0,0,1,0,0,0
12046,0.055761698,56,415,0,14,0,168,0,1,0,1,0,0,1,0,0,1,0,0
97999,0.084494715,48,307,0,12,11,65,0,0,0,0,1,1,0,0,1,0,1,0
29769,0.093986523,53,517,0,21,12,81,0,1,0,1,0,1,0,1,0,0,0,1
54302,0.073773496,55,703,0,27,10,159,1,0,0,1,0,0,1,0,0,1,0,0
24150,0.090510509,28,603,1,27,5,103,0,0,0,0,1,1,0,0,0,1,0,0
69247,0.122219817,49,766,1,20,8,41,0,1,0,0,0,1,0,0,0,0,0,1
5853,0.078434858,46,387,0,17,11,84,0,0,0,1,0,0,1,0,0,0,0,0
95613,0.085899606,58,309,0,23,0,109,0,1,0,0,1,0,0,0,1,0,0,0
90399,0.068929144,50,607,0,0,13,120,0,0,1,1,0,0,1,0,0,0,1,0
22792,0.082718767,41,733,0,28,9,93,0,0,0,1,0,0,1,1,0,0,0,1
60129,0.086904074,17,463,0,0,0,133,1,0,0,0,1,0,0,0,0,0,1,0
75478,0.082922635,15,538,0,27,3,120,0,0,0,0,0,1,0,1,0,0,0,0
68298,0.06470457,48,616,1,0,9,88,0,0,1,0,1,0,0,1,0,0,1,0
32987,0.083095427,46,634,0,8,5,54,0,0,1,1,0,0,1,0,1,0,1,0
16850,0.101932939,20,317,0,20,13,133,1,0,0,0,0,0,0,0,0,0,0,0
13112,0.086729536,17,370,0,13,14,97,0,0,1,0,0,1,0,1,0,1,0,0
25058,0.094429808,24,474,0,27,8,172,1,0,0,0,0,0,0,0,0,1,0,0
46420,0.07644482,33,638,0,17,1,170,0,1,0,0,0,0,0,0,1,0,0,0
39890,0.091248504,39,547,0,26,13,39,0,0,1,1,0,0,1,0,1,1,0,0
67017,0.084189018,41,492,0,0,4,41,0,1,0,0,1,0,0,0,0,0,0,1
48304,0.065736339,47,718,0,19,6,58,0,1,0,0,1,0,1,1,0,1,0,0
33921,0.084777815,13,624,0,10,11,72,0,0,1,0,0,1,0,0,1,0,0,0
2524,0.06512455,47,605,0,1,3,117,1,0,0,0,0,0,0,1,0,0,0,1
16048,0.070506796,19,503,0,18,12,117,1,0,0,0,1,0,0,1,0,0,1,0
36111,0.082839925,56,422,0,1,5,140,1,0,0,0,0,0,1,0,0,0,0,0
38904,0.084458664,53,746,0,23,5,142,0,0,1,0,1,0,1,0,1,0,0,0
55912,0.062161513,20,790,0,29,3,98,0,1,0,0,1,1,0,0,0,1,0,0
35008,0.095809787,12,732,0,18,3,148,0,0,0,0,0,0,1,0,0,0,0,1
1060,0.088580094,24,427,0,1,8,40,0,0,0,0,1,0,1,0,0,0,0,0
75666,0.069429073,26,847,1,5,10,136,0,0,1,0,1,1,0,1,0,0,0,1
84559,0.056936228,43,346,0,22,0,92,0,0,0,0,1,0,1,0,0,0,0,1
56337,0.077826431,45,804,0,14,12,51,0,1,0,0,0,0,1,0,1,1,0,0
14350,0.073310844,54,414,0,24,4,172,0,0,0,1,0,0,1,1,0,0,0,0
25354,0.081697107,42,715,0,10,10,166,1,0,0,1,0,0,1,0,0,0,0,1
46186,0.07455325,25,522,0,25,8,99,0,1,0,1,0,1,0,0,1,0,0,1
29145,0.049888147,58,802,0,15,8,119,0,0,1,1,0,1,0,0,0,0,1,0
35020,0.074174796,25,395,0,19,8,163,0,0,1,1,0,0,1,0,0,1,0,0
87123,0.075415713,59,406,0,20,1,125,1,0,0,0,0,0,0,0,0,0,0,0
76186,0.089504915,40,331,0,29,6,72,0,0,0,0,0,1,0,1,0,0,0,1
86469,0.069527005,58,792,0,26,13,177,0,0,1,1,0,0,0,0,0,1,0,0
21581,0.10518012,30,365,0,21,9,154,0,0,1,1,0,0,1,0,1,0,0,0
89929,0.051325392,38,478,1,2,7,128,0,1,0,0,1,0,1,0,0,0,0,1
24051,0.099667512,20,742,0,2,0,96,0,1,0,0,1,1,0,0,0,0,0,0
52474,0.076635215,48,848,1,18,1,111,0,1,0,0,1,0,0,1,0,0,0,0
92748,0.092893773,48,500,1,20,0,129,0,1,0,1,0,1,0,0,0,1,0,0
70626,0.081197022,54,348,0,10,12,97,0,0,1,1,0,1,0,0,1,1,0,0
7960,0.097093333,39,562,1,5,8,86,0,1,0,0,0,1,0,0,1,0,1,0
36772,0.074189571,35,432,0,24,9,78,1,0,0,0,1,0,1,0,0,0,1,0
22520,0.063520694,39,643,0,8,10,67,1,0,0,0,1,0,0,0,1,0,1,0
50481,0.101307564,47,475,0,27,4,65,0,1,0,0,0,0,1,0,1,0,0,1
37408,0.07829779,29,690,1,4,3,151,0,1,0,0,0,0,1,0,0,0,1,0
95006,0.083323377,36,310,0,29,7,166,0,0,0,0,0,0,1,0,1,0,0,0
58134,0.098521279,46,500,0,23,2,125,0,1,0,0,1,1,0,0,1,1,0,0
21491,0.064520671,15,302,0,6,7,133,0,0,1,0,0,0,1,0,0,0,0,0
2341,0.088932363,25,513,0,19,2,111,1,0,0,1,0,0,1,1,0,1,0,0
45623,0.071151579,50,606,1,0,5,53,1,0,0,1,0,0,1,1,0,1,0,0
91327,0.07801746,37,843,0,2,3,111,0,0,1,1,0,0,1,0,0,0,0,0
1338,0.081084184,19,626,0,10,12,132,0,1,0,0,0,0,1,1,0,0,0,0
72431,0.057496672,35,498,0,25,13,37,0,0,0,0,1,0,1,1,0,0,0,1
13254,0.068317444,27,408,0,20,14,144,1,0,0,0,1,0,0,1,0,1,0,0
52860,0.100266093,31,590,0,9,14,40,0,0,0,0,0,1,0,1,0,0,1,0
12344,0.093292868,26,407,0,12,7,136,1,0,0,0,0,0,1,0,0,0,0,1
2750,0.079060406,18,707,0,28,6,124,0,0,0,0,1,1,0,1,0,0,1,0
55756,0.083646852,28,351,0,2,11,151,1,0,0,1,0,0,0,1,0,0,0,1
68957,0.075586362,33,411,0,10,4,71,0,0,0,1,0,0,0,0,0,1,0,0
59053,0.100348751,33,594,0,19,12,35,0,1,0,0,1,1,0,0,0,0,0,0
71855,0.076994711,23,488,0,8,13,32,0,1,0,0,0,0,0,1,0,0,0,0
16896,0.083477631,29,364,0,24,14,103,0,0,1,1,0,0,1,0,1,1,0,0
56761,0.097190452,57,764,0,10,12,127,0,0,1,1,0,0,0,0,0,0,0,0
63552,0.068339428,58,557,0,8,2,94,0,0,0,1,0,0,1,0,0,1,0,0
78454,0.103381838,26,630,0,12,4,169,0,0,0,0,0,1,0,1,0,1,0,0
91600,0.057043079,48,800,0,8,13,65,1,0,0,0,0,1,0,0,1,1,0,0
28935,0.104444632,27,509,1,13,3,149,0,0,1,1,0,1,0,0,0,0,0,1
38641,0.074409866,16,388,0,15,7,154,0,0,1,0,0,1,0,0,0,0,0,0
30711,0.076359519,13,327,0,27,10,168,1,0,0,0,1,1,0,0,0,0,0,1
71342,0.051649847,39,537,0,16,4,158,0,0,0,0,0,1,0,0,1,0,1,0
13182,0.073178079,52,635,0,24,9,141,0,0,1,0,1,0,1,0,0,1,0,0
88833,0.064402902,38,362,0,14,9,163,0,0,0,1,0,1,0,0,0,0,0,0
57276,0.070885305,42,799,0,27,4,108,0,1,0,1,0,0,0,0,1,0,1,0
20541,0.077940336,52,840,0,27,1,101,0,0,0,0,1,0,1,0,0,1,0,0
95457,0.094366874,47,768,0,10,8,110,0,1,0,1,0,0,1,0,1,0,1,0
83310,0.08311405,58,350,0,11,14,106,0,1,0,1,0,0,1,0,1,0,0,1
45813,0.08461515,54,411,1,29,5,38,1,0,0,1,0,0,1,0,1,0,0,1
38198,0.063567209,12,600,0,10,10,99,1,0,0,0,0,1,0,1,0,0,0,0
9820,0.066788689,40,389,0,28,0,52,0,1,0,0,0,1,0,0,0,0,1,0
25070,0.106980875,12,528,0,17,2,115,1,0,0,0,1,1,0,0,0,0,1,0
70768,0.068971984,19,449,0,23,3,46,0,0,1,0,1,0,0,0,0,0,0,1
12122,0.104843124,27,437,1,24,9,127,0,0,1,0,0,1,0,0,1,0,0,1
81559,0.076354082,39,434,0,11,9,152,0,0,0,1,0,1,0,1,0,0,0,0
74543,0.080034319,33,756,0,7,13,54,0,1,0,0,0,0,0,0,1,1,0,0
84441,0.096055477,29,793,0,24,1,141,0,0,0,1,0,1,0,0,0,0,0,0
42786,0.099078386,33,826,1,20,12,67,0,1,0,0,1,1,0,0,1,0,0,1
95934,0.078337812,52,632,0,9,10,32,0,1,0,0,1,0,1,1,0,0,0,0
7737,0.074176354,23,661,1,27,12,43,0,0,0,0,1,1,0,0,0,1,0,0
37062,0.079161193,30,473,0,22,9,39,0,0,0,0,0,0,0,0,1,0,0,1
55237,0.085069363,36,512,0,26,14,95,0,0,0,0,0,0,1,1,0,1,0,0
52571,0.093369555,16,642,1,2,3,171,0,0,0,1,0,0,0,0,1,0,0,0
26510,0.080063448,45,360,0,19,1,155,0,0,1,0,1,0,0,0,1,1,0,0
20426,0.089283294,50,360,0,3,14,39,0,1,0,1,0,1,0,0,0,0,0,1
38265,0.104575396,21,823,0,12,14,128,1,0,0,1,0,0,1,1,0,0,0,1
18850,0.085719644,58,515,0,25,5,78,0,1,0,0,0,1,0,0,1,1,0,0
67150,0.084674793,18,722,0,19,12,160,0,0,1,0,0,0,1,1,0,0,0,0
88312,0.057216338,48,722,0,26,9,76,0,1,0,1,0,0,1,0,0,0,0,0
90613,0.040539048,58,670,0,7,14,89,0,0,1,1,0,0,1,0,0,0,0,0
75910,0.085825636,26,505,0,1,8,54,0,1,0,1,0,0,0,0,0,0,0,0
53375,0.078577637,53,585,0,27,0,164,0,0,1,0,0,1,0,1,0,0,1,0
36435,0.07227826,35,404,1,1,4,106,1,0,0,1,0,0,1,1,0,0,1,0
97443,0.083652953,37,842,0,20,8,150,1,0,0,0,0,0,1,0,1,1,0,0
58132,0.079093944,37,541,0,5,10,72,1,0,0,0,1,0,0,1,0,0,1,0
79945,0.096916704,57,790,0,19,6,75,1,0,0,0,1,0,1,0,0,0,1,0
83050,0.081291663,37,797,0,27,13,72,0,0,1,1,0,0,1,0,1,0,1,0
96402,0.068796151,21,734,0,6,10,58,0,1,0,0,0,1,0,1,0,1,0,0
3983,0.094852494,28,783,1,25,5,112,1,0,0,0,1,0,0,0,0,0,1,0
98241,0.076743034,25,746,0,3,6,132,1,0,0,0,0,0,0,0,0,0,0,0
21662,0.08789805,13,683,0,7,13,115,0,1,0,0,0,0,1,0,1,0,0,0
24510,0.072838839,59,809,0,17,12,128,0,1,0,0,1,0,1,0,0,1,0,0
79187,0.070252597,24,469,0,29,8,111,0,0,0,1,0,0,0,1,0,1,0,0
41998,0.081262523,38,622,0,9,2,141,0,1,0,1,0,0,1,0,0,1,0,0
57846,0.08019243,20,773,0,19,7,32,0,1,0,0,1,0,1,0,1,0,0,1
95071,0.087197406,18,531,1,10,0,85,0,1,0,0,0,0,0,0,0,0,1,0
7640,0.075970314,59,658,0,6,9,140,0,0,0,1,0,0,1,0,0,1,0,0
45547,0.052454603,21,574,0,4,5,93,0,1,0,0,0,1,0,1,0,1,0,0
55620,0.073508392,20,331,0,25,8,50,0,0,1,0,1,0,1,1,0,1,0,0
16317,0.091907277,33,476,0,10,0,53,1,0,0,1,0,0,0,1,0,0,0,0
8564,0.075539359,34,364,0,17,4,177,0,0,1,1,0,1,0,1,0,1,0,0
28345,0.076304249,18,326,0,15,7,81,0,0,0,1,0,0,1,0,0,0,0,0
95223,0.094795648,59,778,0,18,14,42,0,0,0,0,1,1,0,1,0,0,0,0
80273,0.069320402,20,567,0,19,9,123,0,0,0,0,1,0,0,0,0,0,0,1
75859,0.056857952,38,365,1,4,14,107,0,0,0,0,1,1,0,1,0,1,0,0
81765,0.077590533,35,432,0,6,10,131,0,0,0,0,0,0,1,1,0,0,0,1
75038,0.072737391,40,665,0,2,5,59,1,0,0,0,0,0,1,1,0,1,0,0
53393,0.065506305,28,381,0,24,5,44,0,1,0,0,0,0,0,0,0,0,1,0
67081,0.077369323,31,627,0,9,13,72,0,0,1,1,0,1,0,1,0,1,0,0
30430,0.087372585,18,397,0,18,2,69,0,0,1,1,0,1,0,0,0,1,0,0
76532,0.079860672,54,626,0,4,7,73,0,1,0,1,0,0,0,1,0,1,0,0
28788,0.084604716,51,841,0,28,13,110,0,0,0,0,1,0,0,1,0,1,0,0
96505,0.107201115,18,424,0,4,0,30,0,1,0,0,1,0,0,0,1,1,0,0
49543,0.074856817,39,509,1,22,11,132,0,0,0,1,0,0,0,1,0,1,0,0
14919,0.08417523,30,432,1,21,3,154,1,0,0,0,1,0,1,0,0,0,0,1
70346,0.0723618,31,802,0,10,7,111,0,0,1,0,0,0,1,0,1,0,1,0
97122,0.067304604,55,456,0,18,5,70,0,0,1,0,0,0,0,0,0,0,0,1
